name,course,quota,category,gender,openingRank,closingRank,examType
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3772,3772,JEE Advanced
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1127,1130,JEE Advanced
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1703,1703,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9223,10771,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17886,18966,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1527,1872,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3638,3638,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4006,4295,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8232,8622,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2044,2278,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3731,3731,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,706,744,JEE Advanced
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1532,1532,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1158,2234,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3461,5385,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,126,136,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,234,264,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),818,1108,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,23P,23P,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,450,1048,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1492,2227,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,47,47,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,388,544,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1389,1641,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,242,393,JEE Advanced
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),773,773,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3406,5209,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6205,11944,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,360P,360P,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,795,851,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1601,1994,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1936,2557,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4632,6437,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1099,1515,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2147,2172,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,554,739,JEE Advanced
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1427,1427,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6982,8763,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15740,17119,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1543,1713,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3847,4140,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8540,8540,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2143,2572,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4303,4303,JEE Advanced
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1165,1271,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1755,2974,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5423,8734,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,411,528,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1587,1587,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1225,1634,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2514,2514,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,128P,128P,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,807,930,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1451,1451,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,599,620,JEE Advanced
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1316,1316,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6602,7844,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14919,16411,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1241,1374,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2537,2537,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2999,3656,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7008,7671,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1825,2017,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3061,3269,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,763,889,JEE Advanced
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),71P,71P,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,10115,11313,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),19986,20486,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1891,2134,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4250,4798,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8970,8990,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2580,2616,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4151,4151,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1283,1283,JEE Advanced
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),702P,702P,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,19885,21028,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Female-only (including Supernumerary),25278,25278,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,3311,3439,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,OBC-NCL,Gender-Neutral,7624,8015,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,3540,4240,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Female-only (including Supernumerary),4778,4778,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Architecture (5 Years, Bachelor of Architecture)",AI,ST,Gender-Neutral,315P,616P,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,10205,11871,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),18670,18700,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1976,2057,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4585,5338,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8178,8178,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2312,2760,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),4053,4053,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1238,1312,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,8945,12235,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),17189,18488,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,2061,2081,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4763,5153,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),8573,8573,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2635,2906,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),3919,3919,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Bioengineering with M.Tech in Biomedical Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1448,1448,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8419,11321,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17185,19700,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1634,1838,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3629,3629,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3543,4727,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8424,9260,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2015,2784,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3869,4614,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1297,1389,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),390P,390P,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,10413,12336,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),22208,22612,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1989,1990,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4991,5208,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2749,2797,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),4675,4675,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1416,1416,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4845,7460,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12307,15385,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1010,1205,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2219,2556,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2460,3305,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6033,7172,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1633,1932,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3129,3737,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,828,939,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1660,1802,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7205,8552,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15552,17917,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1168,1357,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2598,2615,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2703,3588,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6888,7922,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1654,1983,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3128,3721,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,491,633,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1355,1472,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,7479,9760,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),18749,18761,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,1405,1646,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3587,3587,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3545,4033,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7141,8759,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1956,2055,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),3888,3888,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,712,800,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,619,1015,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2562,4121,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,27,39,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,113,177,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),507,517,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,226,442,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),880,1487,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,13,13,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,192,262,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),527,799,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,12P,12P,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,77,153,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),254,254,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,1069,1457,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),4165,4593,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,212,246,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),1073,1073,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,553,727,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),1592,2055,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,14,14,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,300,340,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),851,851,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,210,279,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),278,278,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2667,3447,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6391,8297,JEE Advanced
Indian Institute of Technology (BHU) Varanasi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,61P,121P,JEE Advanced
